iter	RMSE
0	0.9156509195
1	0.8383513195
2	0.7690314099
3	0.7067220506
4	0.6484746511
5	0.5952038019
6	0.5469410776
7	0.5044118312
8	0.4648664464
9	0.4301002266
10	0.3983837585
11	0.3703155849
12	0.3444329074
13	0.3216920914
14	0.2998098353
15	0.2805311297
16	0.2631141288
17	0.2473481802
18	0.2326969833
19	0.220193734
20	0.2084024931
21	0.1980307271
22	0.1887728692
23	0.1801340811
24	0.1725360061
25	0.165344239
26	0.1587825341
27	0.1537326387
28	0.1488258951
29	0.1440547347
30	0.140140862
31	0.1364235556
32	0.1328453863
33	0.1296684133
34	0.1268171398
35	0.1241534425
36	0.1217494351
37	0.1194833256
38	0.1175502743
39	0.1155016772
40	0.1136388569
41	0.1120721373
42	0.1103946209
43	0.1092186938
44	0.1077089963
45	0.1065085791
46	0.1051859258
47	0.104032864
48	0.102971186
49	0.102039041
50	0.1006757538
51	0.09967748167
52	0.09855057444
53	0.09757229612
54	0.09680475528
55	0.09604626113
56	0.09534592367
57	0.09469548243
58	0.09383210103
59	0.09301280333
60	0.09219254204
61	0.09146924748
62	0.09075818804
63	0.09014252413
64	0.0896249265
65	0.08907612785
66	0.08862671992
67	0.08807744617
68	0.08735788591
69	0.08692754348
70	0.08655147191
71	0.08587701296
72	0.08548665318
73	0.08502642809
74	0.08443019953
75	0.08404728721
76	0.08344755486
77	0.08308308671
78	0.08246300709
79	0.08214170562
80	0.08172890967
81	0.08137780443
82	0.08101129434
83	0.08068918772
84	0.08023654424
85	0.07983712072
86	0.07939204101
87	0.07898814865
88	0.07865668104
89	0.0782635632
90	0.07789573488
91	0.07759375648
92	0.07709038191
93	0.07689537146
94	0.07649967917
95	0.07614481664
96	0.07595939257
97	0.07558326972
98	0.07530324689
99	0.07505401932
100	0.07471465287
101	0.07433107107
102	0.07402833683
103	0.07377193458
104	0.0735738869
105	0.07332430649
106	0.07307035098
107	0.07280309254
108	0.07243151705
109	0.07225370817
110	0.07188540717
111	0.07159932636
112	0.07136594728
113	0.07117612395
114	0.07094610529
115	0.07079523479
116	0.07046055629
117	0.07024596561
118	0.07004086912
119	0.06981834218
120	0.06956199125
121	0.06935573105
122	0.06916753887
123	0.06895191677
124	0.06876401182
125	0.06861648635
126	0.06840623432
127	0.06806762276
128	0.06775278213
129	0.06750143296
130	0.06726841088
131	0.06706720039
132	0.06687569648
133	0.06670632126
134	0.06654896104
135	0.06635808281
136	0.06621174852
137	0.06600450103
138	0.06576020855
139	0.06555357575
140	0.06537978812
141	0.06524777771
142	0.06500283107
143	0.06484559022
144	0.06467482857
145	0.06450392916
146	0.06432278011
147	0.06417672025
148	0.06402770133
149	0.06389821995
150	0.06369317573
151	0.06353848707
152	0.06336483356
153	0.06327156036
154	0.06317051866
155	0.06301625581
156	0.06291229114
157	0.06274242033
158	0.06262251951
159	0.06253594607
160	0.06239478835
161	0.0622393725
162	0.06205328551
163	0.06184760015
164	0.06169281115
165	0.06150857722
166	0.06141375324
167	0.06129440805
168	0.06109628687
169	0.06098271831
170	0.06080388584
171	0.06069181015
172	0.0605677462
173	0.06047743044
174	0.06033729053
175	0.06026322922
176	0.06013370635
177	0.05996805187
178	0.05981896708
179	0.05969557041
180	0.05958807224
181	0.059491916
182	0.05937176186
183	0.05927020731
184	0.05915514517
185	0.05899031442
186	0.05886221936
187	0.05878607045
188	0.05868878177
189	0.05863526264
190	0.05850560338
191	0.05841067462
192	0.05829587228
193	0.05821452478
194	0.05812169282
195	0.05799852104
196	0.05792807261
197	0.05781955836
198	0.05773004289
199	0.05763028316
200	0.05751016169
201	0.05740868998
202	0.05730475467
203	0.05718891481
204	0.05703771277
205	0.05697235882
206	0.05686466324
207	0.05674461802
208	0.05661330619
209	0.0565424809
210	0.05646344344
211	0.05637536837
212	0.05629167144
213	0.05613715779
214	0.05607298026
215	0.05598727132
216	0.05591649001
217	0.05583685022
218	0.05570328556
219	0.055580811
220	0.05543380037
221	0.05530452619
222	0.05525436908
223	0.05517522815
224	0.05511128656
225	0.05500534281
226	0.05496827464
227	0.05484470217
228	0.05475284683
229	0.05465074778
230	0.05457260564
231	0.05451730672
232	0.05440858951
233	0.054321099
234	0.05420636849
235	0.05411708354
236	0.05404579413
237	0.05397924374
238	0.05389392631
239	0.05384057153
240	0.05378215547
241	0.05368647475
242	0.05359778542
243	0.05349687451
244	0.05338663076
245	0.05330854664
246	0.05322840477
247	0.05315405485
248	0.05309034311
249	0.05303512772
250	0.05297425528
251	0.05287939554
252	0.05280818036
253	0.05272510906
254	0.0526599669
255	0.05261017244
256	0.05255660142
257	0.05240403918
258	0.05232308999
259	0.05227612011
260	0.05222311367
261	0.05212732357
262	0.05208955775
263	0.05204195082
264	0.05187064127
265	0.05177892706
266	0.05170643749
267	0.05163255913
268	0.05158550805
269	0.05154595614
270	0.05149779319
271	0.05143057645
272	0.05136063868
273	0.05129886473
274	0.0511836998
275	0.05112672487
276	0.05105244842
277	0.05100787901
278	0.05093437734
279	0.05087004375
280	0.05081066215
281	0.05076399374
282	0.05065548694
283	0.05059426006
284	0.05052024861
285	0.05044386482
286	0.05039121811
287	0.05033618546
288	0.05028344003
289	0.05022132837
290	0.05009933598
291	0.05004244913
292	0.05001140042
293	0.0499629791
294	0.049884252
295	0.0498465013
296	0.04970888528
297	0.04963376903
298	0.04956516714
299	0.04945087558
